ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,CUST_ZIP,PWD_UPDT_DAYS,PH_NUM_UPDT_DAYS,CUST_SINCE_DAYS,CARR_NAME_cox communications inc.,CARR_NAME_t-mobile usa  inc.,CARR_NAME_charter communications inc,CARR_NAME_comcast,CARR_NAME_comcast cable communications  llc,CARR_NAME_centurylink communications  llc,CARR_NAME_frontier communications of america  inc.,CARR_NAME_charter communications,CARR_NAME_at&t mobility llc,RGN_NAME_southwest,RGN_NAME_cox communications inc.,RGN_NAME_south central,RGN_NAME_southeast,RGN_NAME_mountain,RGN_NAME_great lakes,RGN_NAME_mid atlantic,RGN_NAME_pacific northwest,RGN_NAME_unknown,RGN_NAME_midwest,STATE_PRVNC_TXT_california,STATE_PRVNC_TXT_cox communications inc.,STATE_PRVNC_TXT_arizona,STATE_PRVNC_TXT_texas,STATE_PRVNC_TXT_nevada,STATE_PRVNC_TXT_minnesota,STATE_PRVNC_TXT_georgia,STATE_PRVNC_TXT_washington,ALERT_TRGR_CD_MOBL,ALERT_TRGR_CD_ONLN,DVC_TYPE_TXT_MOBILE,DVC_TYPE_TXT_DESKTOP,DVC_TYPE_TXT_cox communications inc.,AUTHC_PRIM_TYPE_CD_UN_PWD,AUTHC_PRIM_TYPE_CD_AFA_PL,AUTHC_PRIM_TYPE_CD_TOUCH_ID,AUTHC_SCNDRY_STAT_TXT_CHALLENGE_SUCCESS,CUST_STATE_CA,CUST_STATE_TX,CUST_STATE_AZ,CUST_STATE_MN,CUST_STATE_OR,CUST_STATE_UT,FRAUD_NONFRAUD_Fraud,FRAUD_NONFRAUD_Non-Fraud
0.985944725390846,0.007672773520372142,0.0013343953948473288,0.030023896384064906,11762,343,1139,13024,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.0222884669739401,0.0494955546957726,0.008507048463335914,0.9280416505457362,85249,10055,715,10055,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.9999206132665888,0.004325473593099778,0.0005296498277265035,0.01032817164066682,77388,1246,8788,8788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.0,0.8218280542564512,0.043254108118760584,0.4866087163360566,95023,167,237,7298,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.9959074788840332,0.003862426957606443,0.0007724853915212886,0.017380921309228994,77388,393,7167,7167,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.9094004186335942,0.04581325676010462,0.00581755641398154,0.23779261842149546,8857,14224,14224,14224,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9965612295026656,0.0030744461693983085,0.0003416051299331454,0.07276189267575997,96766,1469,907,15415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7710836763066421,0.05087118869538556,0.003633656335384683,0.5435949877735485,94605,391,11150,11150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.9998701950427534,0.000818328849708108,6.546630797664865e-05,0.0,94519,49,270,9387,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.997898730348566,0.003607305976251965,0.000263949217774534,0.06167613388664945,85302,10435,319,10435,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.8377965545415331,0.027729788320077785,0.0011799909923437355,0.5425008587300324,92114,9958,9958,9958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.9472902227667568,0.02128341653985691,0.002969779052073057,0.29524553409359644,76522,418,7244,7244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0.0,0.5187703483155981,0.027667751910165232,0.8300325573049571,30075,10372,1401,10372,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.43638578275657547,0.18056971000920552,0.01617042179186915,0.8785929173582241,89121,213,3011,3011,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9872187544062646,0.01719735018259184,0.002920304747987293,0.0,55057,393,269,9133,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.9999960715964924,0.0017038208898114255,0.00013106314537010967,0.0,86033,254,2653,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0.7645780180707366,0.030074185309564138,0.0016039565498434211,0.6123104129027259,29841,15359,15359,15359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0.6110392443616318,0.10250723889683994,0.004805026823289372,0.2610731240653892,91730,1268,749,7590,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.999998177393481,0.0003748113560251013,7.890765390002134e-05,0.001864193323388004,7712,906,8595,8595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9999916926717708,0.002535559964488801,0.000341325379835031,0.002974406881419556,76528,14100,14100,14100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.0,0.1582880337850011,0.01187160253387508,0.9873216107339442,79936,1602,1087,1087,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.0,0.02347325556385657,0.003009391738955971,0.9997199356811736,79936,1291,650,7693,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.9998388871770484,0.00316309395677654,0.0,0.003233384933593796,15210,76,6468,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.9999964702700592,0.0018771327610060367,0.00011041957417682569,0.0018771327610060367,92154,8562,738,8562,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0.0,0.12697792362015098,0.006348896181007549,0.07407045544508807,91016,8549,8549,8549,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.9550183475737942,0.010423005998011416,0.00625380359880685,0.24146630562059784,75149,8305,493,8305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
0.902882296715797,0.05182822873497744,0.004319019061248121,0.4267190832513143,85381,334,973,7332,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.4893772565596146,0.049988152371332015,0.0,0.8646599329095266,92376,539,11550,11550,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.7845679490887183,0.01618891801847304,0.0017660637838334222,0.057397072974586225,85138,64,928,4834,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.0,0.05243377115160011,0.002873083350772609,0.943807880728802,33139,1344,1250,1344,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.7634218448972608,0.06058903530930641,0.642243774278648,89011,1527,8448,8448,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9999959580939822,0.00010684079724789624,1.0684079724789626e-05,0.0028063516077114084,85204,3775,3775,3775,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.923244228053534,0.007050270001147815,0.00045485612910631067,0.3841260010302793,20613,1472,1456,1456,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.027534390721710832,0.00367125209622811,0.996744944125932,77004,8055,8055,8055,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.3981893754284719,0.023170339392925995,0.0037829125539471007,0.8894573142468122,31804,9034,9034,9034,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.13634306853450595,0.07264711548936569,0.012972699194529588,0.9859251387842486,91607,9529,439,9529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.03091909826802712,0.002248661692220153,0.964675865962446,33321,810,436,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.21740145166002808,0.019324573480891383,0.9758909607850148,11206,1562,384,6569,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.11909442847130715,0.005954721423565358,0.9924535705942265,89106,7603,210,7603,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9988819108897198,0.015543636543973519,0.0035869930486092725,0.0388590913599338,29006,438,6774,6774,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.999647098337842,0.0016146053673916447,5.871292245060526e-05,0.02222284114755409,83706,249,2382,2382,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.9995353875520306,0.0026526672921435013,0.0004528944157318172,0.0010998864382058418,85641,488,1215,14328,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.9998920660723716,0.0021323279543716813,0.00014028473384024217,0.004601339269959944,43609,177,1504,8793,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.03918445317889288,0.00489805664736161,0.9992035560617684,75150,534,607,10779,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.9542422195616972,0.021593754540489625,0.0017047700953018124,0.29094742959817604,78418,14944,1152,14944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0.9908220489143372,0.011516021622196624,0.002193527928037452,0.0,77079,9319,411,9319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.9744579777723648,0.013157090478046243,0.0018795843540066058,0.1635238387985747,92865,300,1414,13322,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0.0,0.2828596374650064,0.013686756651532569,0.4425384650662197,85266,539,8291,8291,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.9999891900876664,0.00018945452874955215,2.4711460271680718e-05,0.004188592516049882,55110,1080,656,9325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.0520662180185347,0.005206621801853471,0.9986300615954956,89521,6761,408,6761,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.999980614786146,0.0015043622496084665,0.00011752830075066145,0.0060409546585839975,75802,342,8993,8993,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.7909990964971885,0.02540301549544571,0.002540301549544571,0.5912551856564988,39581,148,8978,8978,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.22160876652994432,0.029768341772679088,0.9691249043772192,91436,777,8553,8553,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.9829576121105286,0.059841568982742524,0.013165145176203357,0.15558807935513055,94555,13304,13304,13304,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.9557299529699006,0.04242669183930307,0.0023902361599607365,0.0,90247,996,322,3449,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0.9946701498133222,0.01191509631266287,0.0006271103322454143,0.0,92356,384,14639,14639,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.2483565591666518,0.03228678001669437,0.0018992223539231981,0.96812859491235,91107,807,13456,13456,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.43900222274761264,0.11324376039256075,0.003653024528792283,0.1844777387040103,77901,315,12171,12171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.9855986487927348,0.00629522499855009,0.0004969914472539545,0.16897709206634454,78644,446,11997,11997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.9999966257560512,0.00025177163876686967,7.99275043704348e-06,0.001678477591779131,27262,215,12331,12331,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9992921701731023,0.001699830492760683,0.00033439288382177367,0.035111252801286234,85034,971,336,971,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,0.4999075677048144,0.03845442828498573,0.8652246364121788,91702,1423,325,325,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.9999168433382928,0.0006328709322013645,0.00021907070730047232,0.011549894512674902,27516,12272,12272,12272,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6390396218626649,0.010098658409587048,0.0041787552039670535,0.7553100031170449,89169,1432,1432,1432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,0.023430913113585663,0.003604755863628564,0.9997189595129884,90601,35,1487,9785,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0.0,0.07442675100781496,0.017011828801786276,0.1913830740200956,85338,12483,12483,12483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0.9999191603132176,0.0012648843159682008,0.00028108540354848904,0.012648843159682007,75229,1026,20234,20234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.996158282720298,0.00441590242843809,0.00018399593451825372,0.08709140900530678,94551,876,593,11862,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.9999337909385708,0.0016544624308840665,0.0001631160143125136,0.0014680441288126222,88310,723,653,3544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9856235250896368,0.017098576860044082,0.0010259146116026448,0.0,11554,1106,9885,9885,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.040739635153506336,0.007407206391546606,0.9990469620598486,95020,101,808,765,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0.953348457413704,0.02826738593707667,0.000974737446106092,0.3005440458827117,84042,12561,12561,12561,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
0.0,0.9977250892178128,0.040448314427749175,0.05393108590366556,80111,1486,7786,7786,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9805818044241992,0.028903952595948995,0.001521260662944684,0.1939607345254472,91744,144,1412,8796,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.9749010022444236,0.012306853711501108,0.006393170759221354,0.22200285461396155,95304,1511,1744,1744,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.9998511843760648,0.0017879303944529066,0.00011174564965330666,0.005475536833012026,99208,38,1768,1768,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6099994881708457,0.05002558590842405,0.006253198238553006,0.6925417049197454,68524,6430,6430,6430,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.9930085675230642,0.02442351169312391,0.002249533971735097,0.009319497882902544,55042,1247,10259,10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0.9976837430305984,0.011591721158975265,0.005192125102457671,0.05167975683376472,94579,359,7407,7407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0.0,0.13007573249195198,0.008671715499463464,0.9914661387719894,94506,478,216,5974,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.9944780526094662,0.005362825403741314,0.00042902603229930515,0.0,92870,371,9276,9276,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
