TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,CUST_ZIP,PWD_UPDT_DAYS,PH_NUM_UPDT_DAYS,CUST_SINCE_DAYS,CARR_NAME_cox communications inc.,CARR_NAME_t-mobile usa  inc.,CARR_NAME_charter communications inc,CARR_NAME_comcast,CARR_NAME_comcast cable communications  llc,CARR_NAME_centurylink communications  llc,CARR_NAME_frontier communications of america  inc.,CARR_NAME_att services inc,CARR_NAME_cellco partnership dba verizon wireless,RGN_NAME_southwest,RGN_NAME_south central,RGN_NAME_southeast,RGN_NAME_mountain,RGN_NAME_great lakes,RGN_NAME_mid atlantic,RGN_NAME_pacific northwest,RGN_NAME_unknown,RGN_NAME_midwest,STATE_PRVNC_TXT_california,STATE_PRVNC_TXT_arizona,STATE_PRVNC_TXT_nevada,STATE_PRVNC_TXT_colorado,STATE_PRVNC_TXT_florida,STATE_PRVNC_TXT_minnesota,ALERT_TRGR_CD_MOBL,ALERT_TRGR_CD_ONLN,DVC_TYPE_TXT_MOBILE,DVC_TYPE_TXT_DESKTOP,DVC_TYPE_TXT_TABLET,DVC_TYPE_TXT_PHONE,AUTHC_SCNDRY_STAT_TXT_ALLOW,AUTHC_SCNDRY_STAT_TXT_CHALLENGE_SUCCESS,CUST_STATE_CA,CUST_STATE_TX,CUST_STATE_AZ,CUST_STATE_NV,CUST_STATE_CO,CUST_STATE_MN,CUST_STATE_WA,CUST_STATE_NM,CUST_STATE_OR,FRAUD_NONFRAUD_Fraud,FRAUD_NONFRAUD_Non-Fraud
0.3381018348895721,0.9094004186335942,0.04581325676010462,0.00581755641398154,0.23779261842149546,8857,14224,14224,14224,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.03952029748196559,0.9965612295026656,0.0030744461693983085,0.0003416051299331454,0.07276189267575997,96766,1469,907,15415,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3276177225109538,0.7710836763066421,0.05087118869538556,0.003633656335384683,0.5435949877735485,94605,391,11150,11150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.05494923053596691,0.8377965545415331,0.027729788320077785,0.0011799909923437355,0.5425008587300324,92114,9958,9958,9958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.12251328516152052,0.9472902227667568,0.02128341653985691,0.002969779052073057,0.29524553409359644,76522,418,7244,7244,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0.06910160245725418,0.43638578275657547,0.18056971000920552,0.01617042179186915,0.8785929173582241,89121,213,3011,3011,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.0022218479718867845,0.9999960715964924,0.0017038208898114255,0.00013106314537010967,0.0,86033,254,2653,2653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0.1989708100080764,0.7645780180707366,0.030074185309564138,0.0016039565498434211,0.6123104129027259,29841,15359,15359,15359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7402303988838054,0.6110392443616318,0.10250723889683994,0.004805026823289372,0.2610731240653892,91730,1268,749,7590,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.00015258767572916626,0.999998177393481,0.0003748113560251013,7.890765390002134e-05,0.001864193323388004,7712,906,8595,8595,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0011054066229800221,0.9999916926717708,0.002535559964488801,0.000341325379835031,0.002974406881419556,76528,14100,14100,14100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1.9786004223125132e-05,0.0,0.1582880337850011,0.01187160253387508,0.9873216107339442,79936,1602,1087,1087,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6.018783477911942e-06,0.0,0.02347325556385657,0.003009391738955971,0.9997199356811736,79936,1291,650,7693,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3.6806524725608564e-07,0.9999964702700592,0.0018771327610060367,0.00011041957417682569,0.0018771327610060367,92154,8562,738,8562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.9891156990264359,0.0,0.12697792362015098,0.006348896181007549,0.07407045544508807,91016,8549,8549,8549,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.003092417647853654,0.902882296715797,0.05182822873497744,0.004319019061248121,0.4267190832513143,85381,334,973,7332,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.1018542380344519,0.4893772565596146,0.049988152371332015,0.0,0.8646599329095266,92376,539,11550,11550,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.617165706458788,0.7845679490887183,0.01618891801847304,0.0017660637838334222,0.057397072974586225,85138,64,928,4834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.32629607614724515,0.0,0.05243377115160011,0.002873083350772609,0.943807880728802,33139,1344,1250,1344,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.032233366784551014,0.0,0.7634218448972608,0.06058903530930641,0.642243774278648,89011,1527,8448,8448,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.00044346053577693466,0.9999959580939822,0.00010684079724789624,1.0684079724789626e-05,0.0028063516077114084,85204,3775,3775,3775,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.07568286196374249,0.0,0.027534390721710832,0.00367125209622811,0.996744944125932,77004,8055,8055,8055,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.06258030091441072,0.13634306853450595,0.07264711548936569,0.012972699194529588,0.9859251387842486,91607,9529,439,9529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.2616093012728927,0.0,0.03091909826802712,0.002248661692220153,0.964675865962446,33321,810,436,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4.831143370222846e-05,0.0,0.21740145166002808,0.019324573480891383,0.9758909607850148,11206,1562,384,6569,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.02858266283311372,0.0,0.11909442847130715,0.005954721423565358,0.9924535705942265,89106,7603,210,7603,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.021689351300590742,0.9988819108897198,0.015543636543973519,0.0035869930486092725,0.0388590913599338,29006,438,6774,6774,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.030340690893919383,0.9995353875520306,0.0026526672921435013,0.0004528944157318172,0.0010998864382058418,85641,488,1215,14328,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.005730726277413084,0.0,0.03918445317889288,0.00489805664736161,0.9992035560617684,75150,534,607,10779,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.13466342141212925,0.9908220489143372,0.011516021622196624,0.002193527928037452,0.0,77079,9319,411,9319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0.8508600385036079,0.0,0.2828596374650064,0.013686756651532569,0.4425384650662197,85266,539,8291,8291,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.041324360370694e-05,0.0,0.0520662180185347,0.005206621801853471,0.9986300615954956,89521,6761,408,6761,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2.350566015013229e-07,0.999980614786146,0.0015043622496084665,0.00011752830075066145,0.0060409546585839975,75802,342,8993,8993,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.103924588721953,0.0,0.22160876652994432,0.029768341772679088,0.9691249043772192,91436,777,8553,8553,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.07636981033577601,0.9829576121105286,0.059841568982742524,0.013165145176203357,0.15558807935513055,94555,13304,13304,13304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4.748055884807995e-06,0.2483565591666518,0.03228678001669437,0.0018992223539231981,0.96812859491235,91107,807,13456,13456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.8720134852680059,0.43900222274761264,0.11324376039256075,0.003653024528792283,0.1844777387040103,77901,315,12171,12171,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.0014727513220292186,0.9855986487927348,0.00629522499855009,0.0004969914472539545,0.16897709206634454,78644,446,11997,11997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.0019666562087867338,0.9999966257560512,0.00025177163876686967,7.99275043704348e-06,0.001678477591779131,27262,215,12331,12331,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.013392434997062035,0.9992921701731023,0.001699830492760683,0.00033439288382177367,0.035111252801286234,85034,971,336,971,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9.613607071246432e-05,0.0,0.4999075677048144,0.03845442828498573,0.8652246364121788,91702,1423,325,325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.1449679826176237,0.6390396218626649,0.010098658409587048,0.0041787552039670535,0.7553100031170449,89169,1432,1432,1432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2.5766161991944832e-05,0.9999191603132176,0.0012648843159682008,0.00028108540354848904,0.012648843159682007,75229,1026,20234,20234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.008014249587833405,0.996158282720298,0.00441590242843809,0.00018399593451825372,0.08709140900530678,94551,876,593,11862,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.011291356556467371,0.9999337909385708,0.0016544624308840665,0.0001631160143125136,0.0014680441288126222,88310,723,653,3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.013805180912244988,0.0,0.040739635153506336,0.007407206391546606,0.9990469620598486,95020,101,808,765,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3.2491248203536407e-06,0.953348457413704,0.02826738593707667,0.000974737446106092,0.3005440458827117,84042,12561,12561,12561,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.00013482771475916393,0.0,0.9977250892178128,0.040448314427749175,0.05393108590366556,80111,1486,7786,7786,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.009509841504341766,0.9749010022444236,0.012306853711501108,0.006393170759221354,0.22200285461396155,95304,1511,1744,1744,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.11508937161392715,0.9930085675230642,0.02442351169312391,0.002249533971735097,0.009319497882902544,55042,1247,10259,10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0423677408360546,0.9976837430305984,0.011591721158975265,0.005192125102457671,0.05167975683376472,94579,359,7407,7407,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2.8905718331544887e-05,0.0,0.13007573249195198,0.008671715499463464,0.9914661387719894,94506,478,216,5974,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
8.020443040673924e-06,0.2857844264252933,0.03528994937896527,0.002406132912202177,0.9576408990564668,59858,1400,11183,11183,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0006242179823038114,0.9998450189118652,0.0013835339894608595,0.00020346088080306761,0.017538327925224428,8880,7027,7027,7027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2155180198489569,0.0,0.1866226178516007,0.03110376964193345,0.9579961049715504,85201,121,1835,1835,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.9150977765577264,0.0,0.1772927564126278,0.014572007376380366,0.3618715165134457,53081,1116,741,1116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0019181052682416516,0.8911710964147863,0.03670020910354062,0.0013849135510770045,0.45217427442664204,95825,8052,238,8052,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.04197520926023366,0.9989362227484124,0.0048875547990110116,0.0007775655362062973,0.018439411287177902,80134,244,450,2819,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.00012309247616990377,0.999913324210174,0.0015643859847680073,0.00018525623503831668,0.01307085658325901,95814,423,63,32346,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.1132394842659689,0.0,0.1645008530246931,0.014514781149237628,0.97974772757354,53207,1527,1527,1527,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.012408356258755549,0.0,0.0339026127288403,0.002607893286833869,0.9993447075147388,91739,1454,14109,14109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.00012183350067791911,0.0,0.6335342035251794,0.0974668005423353,0.7675510542708904,77095,883,14445,14445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.137445134337111e-05,0.0,0.0598484637614391,0.0064123354030113325,0.9981868777354308,85739,8856,8856,8856,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.16450755747173207,0.9859719829177996,0.027861734752410404,0.004110747750355633,0.0018269990001580593,93247,722,7610,7610,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.5364721597492638,0.8259111079769067,0.06268482863701373,0.002199467671474166,0.1616608738533512,94704,6352,1006,6352,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.6827931501433834,0.690128518802585,0.04131706783779096,0.013984238345098479,0.23582511027416075,81007,730,730,730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.12183555925444517,0.9923584671809936,0.01949888918449376,0.0007499572763266831,0.0,76108,4,11046,11046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0.0029021488580518585,0.9997678036817204,0.01798233371598398,0.0007492639048326657,0.01148871320743421,85616,931,851,851,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.024689579459225404,0.0,0.05589490821946242,0.003992493444247316,0.9981233610618291,34608,102,55,3550,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.9257566830209976,0.0,0.36395618719420014,0.034120892549456265,0.0966758622234594,95037,1432,7293,7293,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
9.051760723739703e-06,0.0,0.056120916487186166,0.0054310564342438215,0.9984092078284894,79705,1332,8601,8601,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.9654755871031122,0.0,0.14493791856518232,0.006301648633268796,0.216356603075562,83642,1406,1125,7110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.00232496387485053,0.9994373976308296,0.0024877662232861693,0.00021950878440760315,0.03336533522995568,54901,1365,12584,12584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1442634245349401,0.25720728959574063,0.022494296964907498,0.0029992395953209994,0.9552578111097384,77478,7563,7563,7563,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3.549841524139062e-06,0.2666001981458918,0.006744698895864217,0.0017749207620695309,0.9637819738037552,94553,10676,10676,10676,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.017103266466465813,0.9994425583274592,0.002448842298780093,0.0006898147320507304,0.028558329906900243,95825,1070,1070,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0.0616137401846423,0.9860185349282418,0.013246131597655338,0.0012818837029989036,0.15425333892753473,33025,1174,1451,1451,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
